Filer_ID,Filer_NamL,Report_Num,Committee_Type,Rpt_Date,From_Date,Thru_Date,Elect_Date,tblCover_Office_Cd,tblCover_Offic_Dscr,Rec_Type,Form_Type,Tran_ID,Entity_Cd,Payee_NamL,Payee_NamF,Payee_NamT,Payee_NamS,Payee_Adr1,Payee_Adr2,Payee_City,Payee_State,Payee_Zip4,Expn_Date,Amount,Cum_YTD,Expn_ChkNo,Expn_Code,Expn_Dscr,Agent_NamL,Agent_NamF,Agent_NamT,Agent_NamS,Cmte_ID,Tres_NamL,Tres_NamF,Tres_NamT,Tres_NamS,Tres_Adr1,Tres_Adr2,Tres_City,Tres_ST,Tres_ZIP4,Cand_NamL,Cand_NamF,Cand_NamT,Cand_NamS,Office_Cd,Offic_Dscr,Juris_Cd,Juris_Dscr,Dist_No,Off_S_H_Cd,Bal_Name,Bal_Num,Bal_Juris,Sup_Opp_Cd,Memo_Code,Memo_RefNo,BakRef_TID,G_From_E_F,XRef_SchNm,XRef_Match
1342416,Committee to Elect Lynette Gibson-McElhaney for Council 2012,000,CTL,01/31/2014,01/01/2013,12/31/2013,,,,EXPN,E,vhjdc3FhB4mq,OTH,Wells Fargo Bank,,,,,,Portland,OR,97728,08/05/2013,50.00,190.00,,,Returned check fee,,,,,,,,,,,,,,,Gibson McElhaney,Lynette,,,CCM,City Council,CIT,District 3,3,,,,,S,,,,,,
1342416,Committee to Elect Lynette Gibson-McElhaney for Council 2012,000,CTL,01/31/2014,01/01/2013,12/31/2013,,,,EXPN,E,Lgeej2GDtnoc,OTH,Wells Fargo Bank,,,,,,Portland,OR,97728,08/30/2013,14.00,190.00,,OFC,Monthly service fees,,,,,,,,,,,,,,,Gibson McElhaney,Lynette,,,CCM,City Council,CIT,District 3,3,,,,,S,,,,,,
1342416,Committee to Elect Lynette Gibson-McElhaney for Council 2012,000,CTL,01/31/2014,01/01/2013,12/31/2013,,,,EXPN,E,IFjXlCfj47b2,OTH,Mail Chimp,,,,,,Atlanta,GA,30318,09/03/2013,50.00,540.00,,WEB,Monthly subscription,,,,,,,,,,,,,,,Gibson McElhaney,Lynette,,,CCM,City Council,CIT,District 3,3,,,,,S,,,,,,
1342416,Committee to Elect Lynette Gibson-McElhaney for Council 2012,000,CTL,01/31/2014,01/01/2013,12/31/2013,,,,EXPN,E,Fy5g5idggWM4,OTH,"Nor Cal Portable Services, Inc",,,,,,San Jose,CA,95153,09/04/2013,685.00,685.00,,CVC,Port a potties for the McClymonds Alumni picnic,,,,,,,,,,,,,,,Gibson McElhaney,Lynette,,,CCM,City Council,CIT,District 3,3,,,,,S,,,,,,
1342416,Committee to Elect Lynette Gibson-McElhaney for Council 2012,000,CTL,01/31/2014,01/01/2013,12/31/2013,,,,EXPN,E,XiKaty8TWAFQ,OTH,Best Buy,,,,,,Oakland,CA,94608,09/13/2013,320.44,320.44,,CVC,Donation of refrigerator and microwave to the Laney College Veterans Center,,,,,,,,,,,,,,,Gibson McElhaney,Lynette,,,CCM,City Council,CIT,District 3,3,,,,,S,,,,,,
1342416,Committee to Elect Lynette Gibson-McElhaney for Council 2012,000,CTL,01/31/2014,01/01/2013,12/31/2013,,,,EXPN,E,gmxsuM2rWDQD,OTH,USA Marketing,,,,,,Oakland,CA,94607,09/13/2013,1659.98,1659.98,,CMP,T-Shirts for neighborhood clean-ups,,,,,,,,,,,,,,,Gibson McElhaney,Lynette,,,CCM,City Council,CIT,District 3,3,,,,,S,,,,,,
1342416,Committee to Elect Lynette Gibson-McElhaney for Council 2012,000,CTL,01/31/2014,01/01/2013,12/31/2013,,,,EXPN,E,uifLvu87siPh,OTH,NGP Van,,,,,,Washington,DC,20005,09/18/2013,525.00,525.00,,WEB,Initial payment to start database service,,,,,,,,,,,,,,,Gibson McElhaney,Lynette,,,CCM,City Council,CIT,District 3,3,,,,,S,,,,,,
1342416,Committee to Elect Lynette Gibson-McElhaney for Council 2012,000,CTL,01/31/2014,01/01/2013,12/31/2013,,,,EXPN,E,N48g7b2f1VFU,OTH,Campaign for Safe Streets and Local Jobs,,,,,,Oakland,CA,94612,09/23/2013,150.00,150.00,,CTB,Donation to committee,,,,,,,,,,,,,,,Gibson McElhaney,Lynette,,,CCM,City Council,CIT,District 3,3,,,,,S,,,,,,
1342416,Committee to Elect Lynette Gibson-McElhaney for Council 2012,000,CTL,01/31/2014,01/01/2013,12/31/2013,,,,EXPN,E,I9YZ1EHXrj1A,OTH,Wells Fargo Bank,,,,,,Portland,OR,97728,09/30/2013,14.00,190.00,,OFC,Monthly service fees,,,,,,,,,,,,,,,Gibson McElhaney,Lynette,,,CCM,City Council,CIT,District 3,3,,,,,S,,,,,,
1342416,Committee to Elect Lynette Gibson-McElhaney for Council 2012,000,CTL,01/31/2014,01/01/2013,12/31/2013,,,,EXPN,E,vPhtXYYjj7GB,OTH,Mail Chimp,,,,,,Atlanta,GA,30318,10/02/2013,50.00,540.00,,WEB,Monthly subscription,,,,,,,,,,,,,,,Gibson McElhaney,Lynette,,,CCM,City Council,CIT,District 3,3,,,,,S,,,,,,
1342416,Committee to Elect Lynette Gibson-McElhaney for Council 2012,000,CTL,01/31/2014,01/01/2013,12/31/2013,,,,EXPN,E,tGTCnyc5dN22,OTH,Wells Fargo Bank,,,,,,Portland,OR,97728,10/31/2013,14.00,190.00,,OFC,Monthly service fees,,,,,,,,,,,,,,,Gibson McElhaney,Lynette,,,CCM,City Council,CIT,District 3,3,,,,,S,,,,,,
1342416,Committee to Elect Lynette Gibson-McElhaney for Council 2012,000,CTL,01/31/2014,01/01/2013,12/31/2013,,,,EXPN,E,eluz3nwnIPqV,OTH,BWOPA,,,,,,Oakland,CA,94607,11/02/2013,250.00,250.00,,FND,Payment for Ella Hill Hutch event,,,,,,,,,,,,,,,Gibson McElhaney,Lynette,,,CCM,City Council,CIT,District 3,3,,,,,S,,,,,,
1342416,Committee to Elect Lynette Gibson-McElhaney for Council 2012,000,CTL,01/31/2014,01/01/2013,12/31/2013,,,,EXPN,E,pllNWlDKfGYF,OTH,Mail Chimp,,,,,,Atlanta,GA,30318,11/04/2013,50.00,540.00,,WEB,Monthly subscription,,,,,,,,,,,,,,,Gibson McElhaney,Lynette,,,CCM,City Council,CIT,District 3,3,,,,,S,,,,,,
1342416,Committee to Elect Lynette Gibson-McElhaney for Council 2012,000,CTL,01/31/2014,01/01/2013,12/31/2013,,,,EXPN,E,MlsnTmw736yW,OTH,Oakland Grocery Outlet,,,,,,Oakland,CA,94611,11/26/2013,149.90,149.90,,CVC,Turkeys for the For Us By Us United event,,,,,,,,,,,,,,,Gibson McElhaney,Lynette,,,CCM,City Council,CIT,District 3,3,,,,,S,,,,,,
1342416,Committee to Elect Lynette Gibson-McElhaney for Council 2012,000,CTL,01/31/2014,01/01/2013,12/31/2013,,,,EXPN,E,bEaFtDKHRP4f,OTH,Smart and Final,,,,,,Oakland,CA,94612,11/26/2013,110.19,652.45,,CVC,Turkeys for For Us By Us Event at Defremery,,,,,,,,,,,,,,,Gibson McElhaney,Lynette,,,CCM,City Council,CIT,District 3,3,,,,,S,,,,,,
1342416,Committee to Elect Lynette Gibson-McElhaney for Council 2012,000,CTL,01/31/2014,01/01/2013,12/31/2013,,,,EXPN,E,BZxym7gCQZMj,OTH,Wells Fargo Bank,,,,,,Portland,OR,97728,11/29/2013,14.00,190.00,,OFC,Monthly Service Fee,,,,,,,,,,,,,,,Gibson McElhaney,Lynette,,,CCM,City Council,CIT,District 3,3,,,,,S,,,,,,
1342416,Committee to Elect Lynette Gibson-McElhaney for Council 2012,000,CTL,01/31/2014,01/01/2013,12/31/2013,,,,EXPN,E,95QDfclmYJCW,OTH,Wells Fargo Bank,,,,,,Portland,OR,97728,11/29/2013,14.00,190.00,,OFC,Monthly service fees,,,,,,,,,,,,,,,Gibson McElhaney,Lynette,,,CCM,City Council,CIT,District 3,3,,,,,S,,,,,,
1342416,Committee to Elect Lynette Gibson-McElhaney for Council 2012,000,CTL,01/31/2014,01/01/2013,12/31/2013,,,,EXPN,E,WuJd1ydeix48,OTH,Lower Bottom Playaz,,,,,,Oakland,CA,94607,11/30/2013,100.00,100.00,,CVC,Donation,,,,,,,,,,,,,,,Gibson McElhaney,Lynette,,,CCM,City Council,CIT,District 3,3,,,,,S,,,,,,
1342416,Committee to Elect Lynette Gibson-McElhaney for Council 2012,000,CTL,01/31/2014,01/01/2013,12/31/2013,,,,EXPN,E,fEnPdZOiyHHr,OTH,Mail Chimp,,,,,,Atlanta,GA,30318,12/02/2013,50.00,540.00,,WEB,Monthly subscription,,,,,,,,,,,,,,,Gibson McElhaney,Lynette,,,CCM,City Council,CIT,District 3,3,,,,,S,,,,,,
1342416,Committee to Elect Lynette Gibson-McElhaney for Council 2012,000,CTL,01/31/2014,01/01/2013,12/31/2013,,,,EXPN,E,V92bOv2odnCc,OTH,Black Elected Officials of the East Bay,,,,,,Oakland,CA,94604,12/06/2013,100.00,100.00,,CVC,Donation/Dues,,,,,,,,,,,,,,,Gibson McElhaney,Lynette,,,CCM,City Council,CIT,District 3,3,,,,,S,,,,,,
1342416,Committee to Elect Lynette Gibson-McElhaney for Council 2012,000,CTL,01/31/2014,01/01/2013,12/31/2013,,,,EXPN,E,yhIO4bpOQD45,OTH,Joshua Christian Church,,,,,,Oakland,CA,94612,12/16/2013,450.00,450.00,,CVC,Donation to church damaged by SFPD car chase,,,,,,,,,,,,,,,Gibson McElhaney,Lynette,,,CCM,City Council,CIT,District 3,3,,,,,S,,,,,,
1342416,Committee to Elect Lynette Gibson-McElhaney for Council 2012,000,CTL,01/31/2014,01/01/2013,12/31/2013,,,,EXPN,E,JyVw8jOuYmK9,OTH,Attitudinal Healing Connection,,,,,,Oakland,CA,94608,12/23/2013,300.00,800.00,,CVC,Donation for the annual MLK event,,,,,,,,,,,,,,,Gibson McElhaney,Lynette,,,CCM,City Council,CIT,District 3,3,,,,,S,,,,,,
1342416,Committee to Elect Lynette Gibson-McElhaney for Council 2012,000,CTL,01/31/2014,01/01/2013,12/31/2013,,,,EXPN,E,q5ELQqfic1dD,OTH,Wells Fargo Bank,,,,,,Portland,OR,97728,12/30/2013,14.00,190.00,,OFC,Monthly service fees,,,,,,,,,,,,,,,Gibson McElhaney,Lynette,,,CCM,City Council,CIT,District 3,3,,,,,S,,,,,,
1342416,Committee to Elect Lynette Gibson-McElhaney for Council 2012,000,CTL,01/31/2014,01/01/2013,12/31/2013,,,,EXPN,E,KEURcido2avw,OTH,Wells Fargo Bank,,,,,,Portland,OR,97728,12/31/2013,14.00,190.00,,OFC,Monthly service fee,,,,,,,,,,,,,,,Gibson McElhaney,Lynette,,,CCM,City Council,CIT,District 3,3,,,,,S,,,,,,
1331137,"FAMILIES AND EDUCATORS FOR PUBLIC EDUCATION, SPONSORED BY GREAT Oakland PUBLIC SCHOOLS",000,RCP,01/31/2014,07/01/2013,12/31/2013,,,,EXPN,E,EXP574,OTH,AUTHORIZE.NET,,,,,,AMERICAN FORK,UT,84003,07/02/2013,38.30,459.60,,OFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1331137,"FAMILIES AND EDUCATORS FOR PUBLIC EDUCATION, SPONSORED BY GREAT Oakland PUBLIC SCHOOLS",000,RCP,01/31/2014,07/01/2013,12/31/2013,,,,EXPN,E,EXP569,OTH,CYBERSOURCE CORPORATION,,,,,,MOUNTAIN VIEW,CA,94043,07/02/2013,47.24,539.08,,OFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1331137,"FAMILIES AND EDUCATORS FOR PUBLIC EDUCATION, SPONSORED BY GREAT Oakland PUBLIC SCHOOLS",000,RCP,01/31/2014,07/01/2013,12/31/2013,,,,EXPN,E,EXP570,OTH,CYBERSOURCE CORPORATION,,,,,,MOUNTAIN VIEW,CA,94043,07/24/2013,0.22,539.08,,OFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1331137,"FAMILIES AND EDUCATORS FOR PUBLIC EDUCATION, SPONSORED BY GREAT Oakland PUBLIC SCHOOLS",000,RCP,01/31/2014,07/01/2013,12/31/2013,,,,EXPN,E,EXP566,OTH,AUTHORIZE.NET,,,,,,AMERICAN FORK,UT,84003,08/02/2013,38.30,459.60,,OFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1331137,"FAMILIES AND EDUCATORS FOR PUBLIC EDUCATION, SPONSORED BY GREAT Oakland PUBLIC SCHOOLS",000,RCP,01/31/2014,07/01/2013,12/31/2013,,,,EXPN,E,EXP567,OTH,CYBERSOURCE CORPORATION,,,,,,MOUNTAIN VIEW,CA,94043,08/02/2013,47.24,539.08,,OFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1331137,"FAMILIES AND EDUCATORS FOR PUBLIC EDUCATION, SPONSORED BY GREAT Oakland PUBLIC SCHOOLS",000,RCP,01/31/2014,07/01/2013,12/31/2013,,,,EXPN,E,EXP568,OTH,CYBERSOURCE CORPORATION,,,,,,MOUNTAIN VIEW,CA,94043,08/22/2013,0.22,539.08,,OFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1331137,"FAMILIES AND EDUCATORS FOR PUBLIC EDUCATION, SPONSORED BY GREAT Oakland PUBLIC SCHOOLS",000,RCP,01/31/2014,07/01/2013,12/31/2013,,,,EXPN,E,EXP576,OTH,AUTHORIZE.NET,,,,,,AMERICAN FORK,UT,84003,09/04/2013,38.30,459.60,,OFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1331137,"FAMILIES AND EDUCATORS FOR PUBLIC EDUCATION, SPONSORED BY GREAT Oakland PUBLIC SCHOOLS",000,RCP,01/31/2014,07/01/2013,12/31/2013,,,,EXPN,E,EXP577,OTH,CYBERSOURCE CORPORATION,,,,,,MOUNTAIN VIEW,CA,94043,09/04/2013,47.24,539.08,,OFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1331137,"FAMILIES AND EDUCATORS FOR PUBLIC EDUCATION, SPONSORED BY GREAT Oakland PUBLIC SCHOOLS",000,RCP,01/31/2014,07/01/2013,12/31/2013,,,,EXPN,E,EXP581,OTH,CYBERSOURCE CORPORATION,,,,,,MOUNTAIN VIEW,CA,94043,09/24/2013,0.22,539.08,,OFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1331137,"FAMILIES AND EDUCATORS FOR PUBLIC EDUCATION, SPONSORED BY GREAT Oakland PUBLIC SCHOOLS",000,RCP,01/31/2014,07/01/2013,12/31/2013,,,,EXPN,E,EXP579,OTH,AUTHORIZE.NET,,,,,,AMERICAN FORK,UT,84003,10/02/2013,38.30,459.60,,OFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1331137,"FAMILIES AND EDUCATORS FOR PUBLIC EDUCATION, SPONSORED BY GREAT Oakland PUBLIC SCHOOLS",000,RCP,01/31/2014,07/01/2013,12/31/2013,,,,EXPN,E,EXP578,OTH,CYBERSOURCE CORPORATION,,,,,,MOUNTAIN VIEW,CA,94043,10/02/2013,37.25,539.08,,OFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1331137,"FAMILIES AND EDUCATORS FOR PUBLIC EDUCATION, SPONSORED BY GREAT Oakland PUBLIC SCHOOLS",000,RCP,01/31/2014,07/01/2013,12/31/2013,,,,EXPN,E,EXP582,OTH,CYBERSOURCE CORPORATION,,,,,,MOUNTAIN VIEW,CA,94043,10/24/2013,0.22,539.08,,OFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1331137,"FAMILIES AND EDUCATORS FOR PUBLIC EDUCATION, SPONSORED BY GREAT Oakland PUBLIC SCHOOLS",000,RCP,01/31/2014,07/01/2013,12/31/2013,,,,EXPN,E,EXP584,OTH,AUTHORIZE.NET,,,,,,AMERICAN FORK,UT,84003,11/04/2013,38.30,459.60,,OFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1331137,"FAMILIES AND EDUCATORS FOR PUBLIC EDUCATION, SPONSORED BY GREAT Oakland PUBLIC SCHOOLS",000,RCP,01/31/2014,07/01/2013,12/31/2013,,,,EXPN,E,EXP583,OTH,CYBERSOURCE CORPORATION,,,,,,MOUNTAIN VIEW,CA,94043,11/04/2013,37.25,539.08,,OFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1331137,"FAMILIES AND EDUCATORS FOR PUBLIC EDUCATION, SPONSORED BY GREAT Oakland PUBLIC SCHOOLS",000,RCP,01/31/2014,07/01/2013,12/31/2013,,,,EXPN,E,EXP590,OTH,AUTHORIZE.NET,,,,,,AMERICAN FORK,UT,84003,12/03/2013,38.30,459.60,,OFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1331137,"FAMILIES AND EDUCATORS FOR PUBLIC EDUCATION, SPONSORED BY GREAT Oakland PUBLIC SCHOOLS",000,RCP,01/31/2014,07/01/2013,12/31/2013,,,,EXPN,E,EXP585,OTH,CYBERSOURCE CORPORATION,,,,,,MOUNTAIN VIEW,CA,94043,12/03/2013,37.22,539.08,,OFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1303019,Friends of Jody London for School Board,000,CTL,01/31/2014,07/01/2013,12/31/2013,11/06/2012,,,EXPN,E,LzUFcGFesbMa,OTH,city of oakland,,,,,,Oakland,CA,94612,10/08/2013,100.00,100.00,,FIL,late filing fee,,,,,,,,,,,,,,,London,Jody,,,OTH,School Dist Governing Board Mbr Dist 1,CIT,Oakland,1,,,,,S,,,,,,
1303019,Friends of Jody London for School Board,000,CTL,01/31/2014,07/01/2013,12/31/2013,11/06/2012,,,EXPN,E,YWIb6dAslt6y,IND,State of California,Secretary of State,,,,,Sacramento,CA,95812,12/28/2013,50.00,100.00,,FIL,annual fee,,,,,,,,,,,,,,,London,Jody,,,OTH,School Dist Governing Board Mbr Dist 1,CIT,Oakland,1,,,,,S,,,,,,
971695,Larry Reid for City Council,000,CTL,01/31/2014,07/01/2013,12/31/2013,,,,EXPN,E,EXP621,OTH,T-Mobile,,,,,,Olympia,WA,98501,08/15/2013,104.31,528.50,,OFC,,,,,,,,,,,,,,,,Reid,Larry,,,CCM,,OTH,"City of Oakland, CA",7,,,,,,,,,,,
983545,"OAKPAC, Oakland Metropolitan Chamber of Commerce",000,RCP,01/29/2014,07/01/2013,12/31/2013,,,,EXPN,E,EXP1494,OTH,"CAL Insurance & Associates, Inc.",,,,,,San Francisco,CA,94116-2253,11/27/2013,2859.00,2859.00,,OFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983545,"OAKPAC, Oakland Metropolitan Chamber of Commerce",000,RCP,01/29/2014,07/01/2013,12/31/2013,,,,EXPN,E,EXP1483,OTH,Oakland Metropolitan Chamber of Commerce,,,,,,Oakland,CA,94612,09/24/2013,5000.00,12000.00,,POL,See Schedule G for subvendor payments of $500 or more.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983545,"OAKPAC, Oakland Metropolitan Chamber of Commerce",000,RCP,01/29/2014,07/01/2013,12/31/2013,,,,EXPN,E,EXP1484,OTH,Oakland Metropolitan Chamber of Commerce,,,,,,Oakland,CA,94612,09/24/2013,1000.00,12000.00,,MTG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983545,"OAKPAC, Oakland Metropolitan Chamber of Commerce",000,RCP,01/29/2014,07/01/2013,12/31/2013,,,,EXPN,E,EXP1490,OTH,Oakland Metropolitan Chamber of Commerce,,,,,,Oakland,CA,94612,11/05/2013,6000.00,12000.00,,,"Administrative Services, see Schedule G for subvendor payments of $500 or more.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983545,"OAKPAC, Oakland Metropolitan Chamber of Commerce",000,RCP,01/29/2014,07/01/2013,12/31/2013,,,,EXPN,E,EXP1485,OTH,The Henry Levy Group,,,,,,Oakland,CA,94618,10/04/2013,362.35,7013.31,,CTB,Accounting Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EXP1485,,,,
983545,"OAKPAC, Oakland Metropolitan Chamber of Commerce",000,RCP,01/29/2014,07/01/2013,12/31/2013,,,,EXPN,E,EXP1487,OTH,The Henry Levy Group,,,,,,Oakland,CA,94618,10/04/2013,944.00,7013.31,,PRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983545,"OAKPAC, Oakland Metropolitan Chamber of Commerce",000,RCP,01/29/2014,07/01/2013,12/31/2013,,,,EXPN,E,EXP1491,OTH,The Henry Levy Group,,,,,,Oakland,CA,94618,11/15/2013,935.30,7013.31,,PRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983545,"OAKPAC, Oakland Metropolitan Chamber of Commerce",000,RCP,01/29/2014,07/01/2013,12/31/2013,,,,EXPN,E,EXP1492,OTH,The Henry Levy Group,,,,,,Oakland,CA,94618,11/15/2013,134.20,7013.31,,CTB,Accounting Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EXP1492,,,,
943526,Oakland Police Officer's Association - Political Action Committee,000,RCP,01/10/2014,07/01/2013,12/31/2013,,,,EXPN,E,EXP84,COM,Nancy O'Malley for District Attorney 2014,,,,,,Alameda,CA,94501,08/19/2013,500.00,500.00,,CTB,,,,,,1322240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943526,Oakland Police Officer's Association - Political Action Committee,000,RCP,01/10/2014,07/01/2013,12/31/2013,,,,EXPN,E,EXP92,OTH,Olson Hagel & Fishburn,,,,,,Sacramento,CA,95814,12/04/2013,68.00,68.00,,PRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943526,Oakland Police Officer's Association - Political Action Committee,000,RCP,01/10/2014,07/01/2013,12/31/2013,,,,EXPN,E,EXP96,COM,Rob Bonta for State Assembly 2014,,,,,,Sacramento,CA,95815,12/04/2013,2000.00,4100.00,,CTB,,,,,,1353796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943526,Oakland Police Officer's Association - Political Action Committee,000,RCP,01/10/2014,07/01/2013,12/31/2013,,,,EXPN,E,EXP83,OTH,The Henry Levy Group,,,,,,Oakland,CA,94618,08/19/2013,1157.95,3544.20,,PRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943526,Oakland Police Officer's Association - Political Action Committee,000,RCP,01/10/2014,07/01/2013,12/31/2013,,,,EXPN,E,EXP94,OTH,The Henry Levy Group,,,,,,Oakland,CA,94618,12/04/2013,566.30,3544.20,,PRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1284364,Courtney Ruby 2010 Oakland City Auditor Officeholder Account,000,CTL,01/31/2014,07/01/2013,12/31/2013,,,,EXPN,E,hXpZhkZYPgGq,OTH,NARAL Pro-Choice California,,,,,,San Francisco,CA,9411,08/09/2013,150.00,150.00,,MTG,NARAL's Privacy After Dark event on August 8,,,,,,,,,,,,,,,Ruby,Courtney,,,OTH,City Auditor,CIT,City of Oakland,NA,,,,,S,,,,,,
1284364,Courtney Ruby 2010 Oakland City Auditor Officeholder Account,000,CTL,01/31/2014,07/01/2013,12/31/2013,,,,EXPN,E,FGuNZnQZeeK5,OTH,Emerge California,,,,,,Oakland,CA,94612,09/17/2013,59.00,359.00,,MTG,2013 Men of Emerge event on September 26,,,,,,,,,,,,,,,Ruby,Courtney,,,OTH,City Auditor,CIT,City of Oakland,NA,,,,,S,,,,,,
1284364,Courtney Ruby 2010 Oakland City Auditor Officeholder Account,000,CTL,01/31/2014,07/01/2013,12/31/2013,,,,EXPN,E,sFbSadGqUMK4,COM,United Democratic Campaign of Alameda County,,,,,,Hayward,CA,94545,09/28/2013,100.00,100.00,,CTB,2013 UDC Unity Dinner on September 28,,,,,1268039,,,,,,,,,,Ruby,Courtney,,,OTH,City Auditor,CIT,City of Oakland,NA,,,,,S,,,,,,
1284364,Courtney Ruby 2010 Oakland City Auditor Officeholder Account,000,CTL,01/31/2014,07/01/2013,12/31/2013,,,,EXPN,E,x9ScOQnPY8as,OTH,Lincoln Child Center,,,,,,Oakland,CA,94602,10/11/2013,130.00,130.00,,MTG,130th Year Anniversary event on October 20,,,,,,,,,,,,,,,Ruby,Courtney,,,OTH,City Auditor,CIT,City of Oakland,NA,,,,,S,,,,,,
1284364,Courtney Ruby 2010 Oakland City Auditor Officeholder Account,000,CTL,01/31/2014,07/01/2013,12/31/2013,,,,EXPN,E,RKlWa5EAB6Em,COM,East Bay Young Democrats,,,,,,Oakland,CA,94610,11/01/2013,250.00,250.00,,CTB,10th Anniversary Gala on November 4,,,,,1313828,,,,,,,,,,Ruby,Courtney,,,OTH,City Auditor,CIT,City of Oakland,NA,,,,,S,,,,,,
1284364,Courtney Ruby 2010 Oakland City Auditor Officeholder Account,000,CTL,01/31/2014,07/01/2013,12/31/2013,,,,EXPN,E,gKisUvp1wgKb,COM,"Black Young Democrats, East Bay",,,,,,Oakland,CA,946XX,11/14/2013,125.00,125.00,,CTB,2nd Annual Sankofa Knight Award's Ceremony and Fundraiser on November 16,,,,,1351465,,,,,,,,,,Ruby,Courtney,,,OTH,City Auditor,CIT,City of Oakland,NA,,,,,S,,,,,,
1361954,Dan Kalb City Council Officeholder Committee,000,CTL,01/31/2014,07/01/2013,12/31/2013,,,,EXPN,E,O7m6h9eTo77e,OTH,Gun By Gun,,,,,,San Francisco,CA,94107,12/09/2013,200.00,200.00,,CVC,,,,,,,,,,,,,,,,Kalb,Dan,,,CCM,,CIT,Oakland,1,,,,,S,,,,,,
1361954,Dan Kalb City Council Officeholder Committee,000,CTL,01/31/2014,07/01/2013,12/31/2013,,,,EXPN,E,riBWTZzacyXC,OTH,Theresa Anderson,,,,,,Oakland,CA,94608,12/12/2013,250.00,250.00,,CVC,Donation to Toys For Joy Christmas Drive,,,,,,,,,,,,,,,Kalb,Dan,,,CCM,,CIT,Oakland,1,,,,,S,,,,,,
1361954,Dan Kalb City Council Officeholder Committee,000,CTL,01/31/2014,07/01/2013,12/31/2013,,,,EXPN,E,8TFlLWgFOowL,OTH,MLK Cafe,,,,,,Oakland,CA,94609,12/17/2013,350.00,350.00,,MTG,,,,,,,,,,,,,,,,Kalb,Dan,,,CCM,,CIT,Oakland,1,,,,,S,,,,,,
1361954,Dan Kalb City Council Officeholder Committee,000,CTL,01/31/2014,07/01/2013,12/31/2013,,,,EXPN,E,1PlS45rP26Da,OTH,Building and Construction Trades Council of Alameda County,,,,,,Oakland,CA,94621,12/20/2013,100.00,100.00,,CVC,,,,,,,,,,,,,,,,Kalb,Dan,,,CCM,,CIT,Oakland,1,,,,,S,,,,,,
1361954,Dan Kalb City Council Officeholder Committee,000,CTL,01/31/2014,07/01/2013,12/31/2013,,,,EXPN,E,dhDyyyiZMhxw,OTH,Laurie J. Earp,,,,,,Oakland,CA,94602,12/20/2013,475.08,475.08,,FND,,,,,,,,,,,,,,,,Kalb,Dan,,,CCM,,CIT,Oakland,1,,,,,S,,,,,,
1361954,Dan Kalb City Council Officeholder Committee,000,CTL,01/31/2014,07/01/2013,12/31/2013,,,,EXPN,E,wCDyG2DfSFik,IND,Lambert,Dannette,,,,,Oakland,CA,94612,12/26/2013,155.38,155.38,,MTG,Expense Reimbursement under $500,,,,,,,,,,,,,,,Kalb,Dan,,,CCM,,CIT,Oakland,1,,,,,S,,,,,,
1361954,Dan Kalb City Council Officeholder Committee,000,CTL,01/31/2014,07/01/2013,12/31/2013,,,,EXPN,E,poop2ZaNEHb3,OTH,Transform,,,,,,Oakland,CA,94612,12/26/2013,100.00,100.00,,CVC,,,,,,,,,,,,,,,,Kalb,Dan,,,CCM,,CIT,Oakland,1,,,,,S,,,,,,
